model,term,beta,SE,OR,lower95_model_based,upper95_model_based,p_model_based,N,AIC,deviance
No region controls,"C(school_cat, Treatment(reference='Never attended'))[T.Unknown]",-0.6879935021032725,0.2708379281028483,0.5025834907504381,0.29557406186065743,0.8545748689341162,0.011077623230324381,7212,4406.4552967666605,4376.4552967666605
No region controls,"C(rain_family, Treatment(reference='Private piped'))[T.Delivered/vendor]",0.6262277005831067,0.139913897740308,1.870541012615574,1.4219034916104258,2.4607321808557274,7.612297911605724e-06,7212,4406.4552967666605,4376.4552967666605
No region controls,"C(rain_family, Treatment(reference='Private piped'))[T.Groundwater]",1.0379978244646062,0.12345867170978529,2.823558092229233,2.2166982808009705,3.596556360080024,4.1829210120248755e-17,7212,4406.4552967666605,4376.4552967666605
No region controls,"C(rain_family, Treatment(reference='Private piped'))[T.Other/social]",0.5074024615001266,0.6863092347849659,1.6609711501239064,0.4326770645105154,6.376176108768263,0.45971242622818886,7212,4406.4552967666605,4376.4552967666605
No region controls,"C(rain_family, Treatment(reference='Private piped'))[T.Public network]",1.3124826700692274,0.1771184715086403,3.7153863499949473,2.6256552026613718,5.25739088503963,1.2611245648195134e-13,7212,4406.4552967666605,4376.4552967666605
No region controls,"C(rain_family, Treatment(reference='Private piped'))[T.Rain/surface]",2.880121949538264,0.126567073026264,17.816445754470518,13.902247064764877,22.832693005902858,1.2602390269506509e-114,7212,4406.4552967666605,4376.4552967666605
No region controls,hhsize,0.006488524898973974,0.015128054958119004,1.0065096209794555,0.9771037278516361,1.036800483149964,0.667991087145217,7212,4406.4552967666605,4376.4552967666605
No region controls,female_head,-0.08086237799067034,0.08443740460995225,0.9223206143269065,0.7816410250935633,1.0883196867904108,0.3382339159873884,7212,4406.4552967666605,4376.4552967666605
Alternative broad source grouping,Intercept,-2.9524652388948955,0.23608770539989993,0.052210834983704976,0.03286992603690688,0.08293207860081302,6.939906792029667e-36,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(livelihood, Treatment(reference='Other'))[T.Agriculture only]",0.20618748690340716,0.2482880488570311,1.2289836007260906,0.7554383600706821,1.999369863495345,0.40629197093600344,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(livelihood, Treatment(reference='Other'))[T.Livestock only]",0.4247987763609764,0.12063129988109202,1.5292826608781283,1.2072697783245014,1.9371854566824653,0.0004291709824804665,7212,3927.6666897793066,3867.6666897793066
